# schema=nsb-healpix-starlight-candidate-v5
# map_type=healpix
# coordinate_frame=galactic
# ordering=nested
# representation=sparse
# omitted_pixel_semantics=zero_flux_and_source_counts
# nside=128
# flux_quantity=integrated_per_pixel
# flux_unit=ph_m-2_s-1
pixel,flux_ph_m2_s,statistical_uncertainty_ph_m2_s,systematic_uncertainty_ph_m2_s,total_uncertainty_ph_m2_s,admitted_sources,excluded_sources
76221,1.34945066532659158e7,4.09852197935059085e4,7.74327221016030526e5,7.75411138331098831e5,6025,610
76226,3.19034734706664085e6,6.71514155442684478e3,2.59618461156019795e5,2.59705291627097497e5,2283,227
76232,5.73181173651074544e7,1.75130222460873745e5,4.07999432132615428e6,4.08375124816300021e6,31865,4482
76233,2.32708671467010444e6,7.50313170693149186e3,2.66601274871955393e5,2.66706836711703858e5,2377,276
76234,5.39721230303527862e7,2.97389814854826080e5,2.95114802263867948e6,2.96609429275327921e6,21182,2804
76235,7.91333168722699303e6,2.53170709637223736e4,8.39980966865820461e5,8.40362409189642873e5,7194,1068
76256,1.09465579711267669e7,4.34932097713298790e4,7.97204296476371237e5,7.98389848142246134e5,5938,850
76418,1.19571577079320282e8,8.86912028307836154e5,5.46226792878059205e6,5.53380374351513665e6,39256,12625
76419,2.92513623639401980e7,5.78463278553998389e4,3.86852075114176562e6,3.86895321755908616e6,34035,8204
76424,8.06016878275191784e7,1.62782102446896344e5,9.12358473168605752e6,9.12503678727554344e6,78079,19969
76425,2.06170612771762013e7,4.03066918508249073e4,2.79623823243158637e6,2.79652872002418013e6,24587,5704
76426,4.98411883961369321e7,1.34279661395722214e5,5.08092126752762310e6,5.08269534344515484e6,42269,9160
76427,1.02887590291973297e7,2.02065570144924422e4,1.30191878595529497e6,1.30207558542877575e6,11559,2137
76448,5.37027041436449625e6,1.69635243646515264e4,4.90431576746454753e5,4.90724864490157925e5,4080,690
76450,5.01566733796672896e7,1.86730668394751032e5,2.92684808070408134e6,2.93279866851448128e6,21027,3189
76735,5.71530782554959995e5,2.80186483432773457e3,4.65175829285980508e4,4.66018880311606990e4,352,43
77061,1.93796083728529120e4,1.40701353856679845e2,5.34972271258796241e2,5.53165618954122692e2,4,1
77072,3.09423538332391046e7,9.57484564333394374e4,2.77663457418469526e6,2.77828496117068455e6,22814,3539
77073,5.97162024194290340e7,1.34673915075272293e5,5.95504685785130691e6,5.95656949448308069e6,48908,7771
77075,1.19316826195245795e7,2.53463119941543519e4,1.05733087815175951e6,1.05763463512920006e6,8627,1380
77076,5.44061846023249999e7,2.12346572281567642e5,4.65850315319854114e6,4.66334029372942913e6,37232,5659
77077,1.92710916188833420e6,5.22188895199620220e3,2.73776771314481681e5,2.73826566708946251e5,2394,396
77078,1.16630836513422616e6,2.64059914362814061e3,1.32934632201177767e5,1.32960855902403622e5,1157,158
78083,2.92140990789960015e4,5.25735864265000259e2,7.27516534564451649e3,7.29413661823257644e3,61,70
78084,4.57433782210599838e3,2.59919041896438102e2,1.37478477433020726e3,1.39913940837592054e3,13,3
78085,5.72298737657081729e4,9.03606172651449128e2,1.65903128862992962e4,1.66149025209467400e4,156,46
78086,4.85237905351351425e7,8.41962194473769632e4,6.41017535943923146e6,6.41072828484651260e6,57069,44994
78087,5.68677973632550985e6,1.84431625524350457e4,6.99752579021519283e5,6.99995587194807362e5,6124,4941
78089,3.14910779920059480e7,6.38829946076561973e4,3.94972668993228534e6,3.95024327885808656e6,35331,24809
78091,7.24258349329184182e6,5.08486213119360546e4,6.61563273214898887e5,6.63514541480543325e5,5806,2201
78092,1.12953111449494109e8,2.14029892455157620e5,1.40091886343496069e7,1.40108234942723680e7,118697,103125
78093,6.84946459868087806e6,1.33917264711298267e4,8.40720247453134041e5,8.40826898246920086e5,6900,6580
78094,6.18653860157199427e7,1.96669699760097865e5,8.37506545160553977e6,8.37737430759068020e6,73272,50149
78095,2.52664268529586978e7,2.14553444359709538e4,4.85489173124686535e6,4.85493914008549135e6,44668,21644
78117,8.22632250636728946e5,7.64797658419408890e3,1.23156229283370893e5,1.23393469669713901e5,1108,247
78897,1.47179045617479947e5,1.04583829508900521e3,1.72852937497660969e4,1.73169038154970876e4,144,14
78899,1.43109331371524520e7,6.96425311202062876e4,1.12394622130354494e6,1.12610176739198226e6,8684,613
78900,2.25286443448142260e7,7.15848382737377542e4,1.99589158085123170e6,1.99717490260204952e6,16056,1125
78901,1.61824722460314794e6,9.12663495782865175e3,2.02745512111521239e5,2.02950826918779669e5,1688,119
78902,3.41887317365057766e7,3.35380365211121825e4,2.90537053133385861e6,2.90556409742357582e6,23559,1674
78903,1.86499203256669175e6,5.58486262518175863e3,1.59231213734842750e5,1.59329125140425371e5,1287,84
78904,3.00568705932907178e5,1.25207119927835629e3,2.58132471188133604e4,2.58435951273229111e4,221,6
78905,3.15970157290138006e7,9.15104357433071709e4,2.51395203072925564e6,2.51561701629196294e6,19993,1430
78906,1.89570663501145989e7,1.06257082243356344e5,1.21745933723511221e6,1.22208747859874181e6,9083,656
78907,7.03853053640771866e8,2.91582902210779488e7,2.85453734893263839e7,4.08049535750470832e7,23741,1623
78908,3.38064070958555117e7,5.96686996770748228e4,2.90268980541630881e6,2.90330302589807566e6,23097,1643
78909,7.44329278193529695e5,2.40096206246836891e3,1.04283309390970957e5,1.04310944949982993e5,904,58
78910,2.77128576962994188e7,5.02607837698333533e4,2.50696122461603722e6,2.50746500037657516e6,20388,1287
78911,1.97807496005484858e6,6.10054123844956575e3,1.54076368816649017e5,1.54197094755789993e5,1256,77
78932,4.17059295806084899e6,9.07469681744906120e3,4.65059126748631243e5,4.65147655583179381e5,4147,143
78933,1.02773917462360971e7,1.93310310174290062e4,1.18205397433112445e6,1.18221203131764964e6,10678,377
78935,4.55473994494306203e6,1.45629195540803012e4,4.19842557894456491e5,4.20095051203056530e5,3609,125
78981,6.76895582196835079e5,2.79085520633669421e3,6.39741449298119769e4,6.40349911554872015e4,551,37
78983,2.00291236023829877e7,7.58234777851675026e4,1.24152564148265193e6,1.24383886345553142e6,9524,601
78988,1.76034280057001603e6,9.65502402244009863e3,9.29437856847437797e4,9.34439232175398211e4,723,48
78989,3.37555568293419033e7,1.24642974031330537e5,2.54093826402070979e6,2.54399354019226087e6,19762,1184
78991,1.30055314022503551e7,4.76538936200485332e4,9.62382551571996650e5,9.63561658197013196e5,7483,464
78992,2.64026219809198380e7,3.63314072704365390e4,2.45453223284372920e6,2.45480110257899994e6,20266,1239
78993,3.20568409589845017e7,8.29197669914846920e4,2.61727053729356779e6,2.61858373040521331e6,21167,1245
78994,3.37917064037843049e7,8.49935209427218797e4,2.72986038496472640e6,2.73118319048759621e6,21891,1334
78995,4.92364005719085932e7,3.65116691747108474e5,2.58298187077418249e6,2.60865972164643370e6,18663,1014
78996,2.40244677575044781e7,6.84855196283631667e4,1.35140396092229779e6,1.35313817919503036e6,10571,588
78998,2.71905217723762766e7,3.16877110499892151e4,2.06118998193804407e6,2.06143354311346705e6,16918,882
78999,1.01624767716124672e7,1.43973454911829558e4,7.88124981080560596e5,7.88256474353637313e5,6350,284
79000,3.79805749981208742e7,1.52487865114248212e5,2.57176705092437426e6,2.57628381845388981e6,19474,1094
79001,2.79524521049942188e7,9.72476390183001931e4,2.08278462028440717e6,2.08505368702772167e6,16912,767
79002,2.03636069797236361e7,2.37983159928267123e4,1.88975223078065715e6,1.88990207513102773e6,16125,787
79003,3.13194192542097270e7,1.59848131551756029e5,2.06788569406294334e6,2.07405464462023485e6,15285,730
79004,2.73888859072144628e7,3.96714397134003229e4,2.19818103537994064e6,2.19853898929106165e6,16694,813
79005,2.74060742580636367e7,9.52752803163050557e4,1.69530838343725703e6,1.69798347871585493e6,11928,561
79006,4.46879352614058033e7,2.19458207021243375e5,2.12945032444019103e6,2.14072898538965313e6,15042,702
79007,4.20640651559949759e6,7.61236943004056502e3,3.77676193584084278e5,3.77752902528229577e5,3198,133
79024,3.34387721836990397e6,8.23150729282022621e3,3.08176737343438435e5,3.08286650946742098e5,2628,113
79025,2.39410242489717864e7,8.04747577816548583e4,1.63204658328272239e6,1.63402944791237591e6,12952,596
79027,1.06454767873049504e6,5.84458245144473949e3,7.85613058823076135e4,7.87784102782306582e4,645,27
79028,1.62444605462659150e7,2.36215037969375007e4,1.15475414711176045e6,1.15499572108014231e6,9617,449
79030,2.37008472657636087e6,1.57621296387189086e4,1.82402335952013877e5,1.83082104236047919e5,1477,58
79037,7.64163091314767487e5,3.37927740764965847e3,7.85120353719090053e4,7.85847263406684069e4,682,28
79039,1.17588390636421833e7,2.52754256436319665e4,8.25172761340933968e5,8.25559769611194613e5,6719,213
79042,9.53200223634503203e1,7.81555261368294794e1,1.03828978495504217e2,1.29956696792218111e2,1,0
79048,2.46540690809496527e3,1.60826850356756211e2,9.23408191527593885e2,9.37308894642495034e2,6,0
79080,1.96374154206762440e5,1.18516983586350398e3,3.13556827262324550e4,3.13780730250917914e4,280,12
79082,5.56160143865676671e7,5.46218744086424587e5,1.54994720532172103e6,1.64337800145796174e6,8418,312
79083,2.35971793798809219e6,8.20752531478590754e3,1.48483287064031872e5,1.48709952622992074e5,1192,43
79104,8.90129218022738956e6,9.20912841151975408e3,1.14530446643502382e6,1.14534149007277051e6,10299,372
79105,4.25657477446653135e6,1.63244285405158371e4,3.69605097889415221e5,3.69965424537237850e5,3100,111
79106,2.20443848790532276e7,2.90096304605409037e5,1.13293321933207335e6,1.16948430746712047e6,7723,316
79107,4.49638095929094106e3,3.21636022021206827e2,2.56912308546804888e3,2.58917808559907553e3,22,0
79112,1.52680851235733880e4,5.20876461563549242e2,6.57156927702416669e3,6.59217984060954495e3,62,3
79380,2.24365573552024987e5,9.45183805649159126e2,1.69559147981463175e4,1.69822383409390022e4,159,5
79381,2.53226585146771073e7,3.28618097709274851e5,1.36190694389821636e6,1.40099264023057674e6,8648,313
79383,1.24933654539551754e7,6.54174249887755432e4,8.29940180820578826e5,8.32514350166204153e5,6231,217
79388,1.69202641786414897e6,6.79168261854956654e3,9.87420994710084342e4,9.89753967445123853e4,775,26
79389,2.18062283359325714e7,1.23734104991776156e5,1.47709576475496381e6,1.48226921542450157e6,8956,304
79391,1.21368203532079910e6,3.65851895535000767e3,1.04854275881961541e5,1.04918082005330027e5,889,25
79424,3.02599258493602648e7,1.91389711224839295e5,1.64925461668023327e6,1.66032250246865908e6,11240,422
79425,1.97914117571055098e6,5.38376452786318441e3,2.39267133515299036e5,2.39327696059439419e5,2006,75
79426,1.29143419514416698e7,2.06878435557457960e4,9.71400366495542577e5,9.71620635278327856e5,6726,251
79432,1.88393404047127208e6,5.25226799573036260e3,1.21875416753498983e5,1.21988538510542188e5,973,36
79899,2.94949246283452492e5,1.33163397880916409e3,2.97467624423967900e4,2.97765532736397727e4,242,16
79902,7.57135962176426407e6,1.21041054951825754e4,7.50903665151934605e5,7.51001214185734396e5,6113,414
79921,3.70930524033779185e6,7.56816895783469408e3,2.34570004794404726e5,2.34692062777208950e5,1834,146
79924,1.50086469036919028e7,9.76546878857798729e4,6.53585390694018686e5,6.60840601805550512e5,4486,344
80077,2.73767724841239862e5,1.24469680490094152e3,2.78497651765481423e4,2.78775660796455486e4,252,10
80079,3.35581961751073087e6,8.18107649655697969e3,2.66718464421277924e5,2.66843904325894255e5,2205,90
80082,7.78261529035018521e3,2.62465219965868641e2,2.17406476415897896e3,2.18985058632989148e3,19,2
80088,6.19285733541382477e6,9.42989917984007843e3,7.55262674808573676e5,7.55321541436190717e5,6648,248
80089,3.45740588218464423e6,7.27616895723561902e3,2.49132972166328545e5,2.49239203286968637e5,2080,86
80090,4.31174373513252810e7,6.52207745628988487e5,1.75309452147346246e6,1.87048532329946803e6,9674,317
80091,1.54241763698598612e7,2.61067986662978838e4,1.23026888955560187e6,1.23054585674202978e6,9999,364
80094,1.22040697798902821e7,1.86570531737966841e5,5.35740441487593576e5,5.67297438702405430e5,3044,127
80101,9.98656586727089831e5,3.54555482511729633e3,9.60181504045171023e4,9.60835894735535985e4,809,46
80102,2.54882831036990276e5,1.36033383359499112e3,1.55870932000772882e4,1.56463408682899044e4,132,8
80103,2.75875062229285650e7,1.09845897788187925e5,1.42927851836505556e6,1.43349335691544157e6,9861,434
80109,7.48696068732219189e6,1.95460024579939236e4,4.46197034833856742e5,4.46624943444288452e5,3188,146
80111,6.59888307404358033e6,3.78418391155162244e4,3.21846507065990882e5,3.24063541451708996e5,2044,121
80112,2.85893074339965060e7,1.01260943659937140e5,1.36183340644213092e6,1.36559291357735125e6,9479,340
80113,2.63759813230457082e7,5.94714784319760656e4,1.57512886360050086e6,1.57625118356634071e6,11608,490
80114,9.67141591647865921e7,2.26463571306090523e6,3.75133901338120410e6,4.38190818093975354e6,11298,473
80115,4.14496361712001041e7,2.94976000098356162e5,2.02685298328969534e6,2.04820503282858944e6,11708,481
80116,3.48993834312339500e7,1.53847775077396363e5,1.62512954102776782e6,1.63239552897494426e6,10627,417
80117,7.62514681255213078e6,1.73891844649115192e4,4.74913333931975882e5,4.75231584054278908e5,3647,137
80118,4.10008559243815988e7,1.25798168520151637e5,1.75491602687173150e6,1.75941906337696826e6,11504,485
80119,5.86349681275263578e7,3.54699552883394703e5,2.08531305610938719e6,2.11526412412160775e6,11216,488
80120,2.38045343395160660e7,5.52039271104143190e4,1.46580446486044489e6,1.46684361905870074e6,10777,476
80121,3.25763765989777893e7,1.27804758588197423e5,1.74516168299106439e6,1.74983523684316967e6,11615,627
80122,2.10338865656635650e7,2.93232736107018354e4,1.43747521719809459e6,1.43777427102934243e6,10853,601
80123,2.98530335952484868e7,4.58093081409445658e4,1.69941517386926780e6,1.70003247789254482e6,12129,686
80124,2.01669529587381512e8,1.04181278237093857e6,2.63177311481493479e6,2.83047762778195785e6,11745,549
80125,3.41579425378815308e7,1.00860755263081082e5,1.96060395637260401e6,1.96319656827739673e6,11189,547
80126,3.62044867871522680e7,7.24878246358000906e4,1.76241081038872991e6,1.76390088987320662e6,11871,655
80127,3.86781605200693607e7,1.14674527907695039e5,1.82953451789048337e6,1.83312487286153436e6,11435,557
80211,1.48094282603343623e6,1.06426115901635476e4,5.95927307144470833e4,6.05355989105888730e4,413,14
80212,1.03739335628160031e6,2.57684101036530092e3,1.42856650062420376e5,1.42879888636048185e5,1301,39
80213,2.18573976826231275e6,5.68269475911060636e3,1.87927726909158577e5,1.88013625998140109e5,1618,44
80214,9.79944530348775163e6,2.23964906435851481e4,8.07411210202866234e5,8.07721774594696239e5,6658,229
80215,2.23762634610739015e7,8.24041728632336453e4,1.16767009063007031e6,1.17057417033578455e6,8456,290
80216,8.06832338072616403e3,1.74304351441669922e2,8.99357488851373660e2,9.16092735308249189e2,8,0
80217,3.05711585871980432e6,4.68400022211321357e3,4.11248200548142602e5,4.11274874399307417e5,3714,112
80218,8.07210939811848802e5,2.49460536917798026e3,8.89730105043239164e4,8.90079752277876833e4,813,23
80219,7.96127285383250564e6,1.04256255594023078e4,7.46608477152842213e5,7.46681265216150321e5,6327,186
80220,1.21496855392583590e7,2.56890761679743628e4,7.99217469312121160e5,7.99630221970152459e5,6630,207
80221,1.85019795356972702e7,5.50259509602318067e4,9.72958564971526037e5,9.74513326964043663e5,7074,292
80222,2.71317011368194297e7,4.21009958409538493e5,1.11315784625453479e6,1.19011334576082951e6,6313,219
80223,6.39421179032833874e7,1.31911968104101275e6,2.00340558112101536e6,2.39868936200096086e6,4617,152
80241,2.24357304685408669e6,4.34110154662273089e3,2.06059932234868640e5,2.06105654544645484e5,1790,58
80244,1.20403330262450408e7,8.78074693043014995e4,7.73376636041658930e5,7.78345407155935070e5,6015,176
80245,1.44268820130991917e7,5.67252242478091575e4,7.08187585387952277e5,7.10455774248884874e5,5157,163
80246,3.20736616259262711e6,1.07127218189206233e4,1.92136022407695855e5,1.92434439525309979e5,1491,54
80247,1.10350867612375300e7,3.37951191654739669e4,7.04707416573896189e5,7.05517294652415672e5,5320,153
80253,1.76850861896040733e5,1.18016911552509646e3,2.59785706780181972e4,2.60053635547366684e4,208,6
80290,2.88617058254619464e7,2.18967997621350834e5,1.00113575537165091e6,1.02480231492023380e6,4767,206
80296,3.41889838551363796e7,6.17718948270777328e4,1.67284210192233860e6,1.67398221763388976e6,11194,498
80297,3.15765994407650605e7,4.67323438973406446e5,1.24318409489735914e6,1.32811817637576861e6,4972,213
80298,4.31953412060444504e7,1.00907062467836600e5,1.98558456894800137e6,1.98814695525766094e6,11272,506
80299,3.90000849754143730e7,1.65110548679489875e5,1.46960578149410011e6,1.47885179997392814e6,8653,298
80302,8.73016247340851580e5,6.02218768753394670e3,5.51346934039334519e4,5.54626104803013077e4,394,13
80451,1.38863619255685285e7,8.58135763064608618e4,4.94296640609134978e5,5.01690281743608357e5,2610,139
80452,9.68697586368516460e6,3.29669679390391029e4,4.63263495756916294e5,4.64435019648617832e5,3013,164
80453,2.56154275438580476e7,6.86659990877865639e4,1.52619982511559757e6,1.52774373689228529e6,10940,576
80454,4.43471453613036722e7,2.86157607349078928e5,2.07604573772618035e6,2.09567461247560801e6,12011,618
80455,3.54536733000023142e7,1.17885990560633320e5,1.85944363650336792e6,1.86317678820431069e6,11873,561
80457,3.55798618092730758e5,1.95877468154905887e3,1.61155123325176610e4,1.62341164216783418e4,99,5
80460,2.57610374958899207e7,9.04383816507126758e4,1.10368765819057240e6,1.10738681034125993e6,6985,296
80461,4.00920344771388322e7,1.12345468130060675e5,1.97757150413011061e6,1.98076009606332448e6,10923,462
80462,4.98700518492627671e4,5.73779481368999882e2,6.08716004928523580e3,6.11414265116985280e3,45,1
80463,2.05067014710031040e7,7.49753121203827759e4,1.15765915405123564e6,1.16008448588289088e6,6098,239
80464,2.72554268084105775e7,5.32672357609139362e4,1.54305958810414979e6,1.54397872098217648e6,11119,570
80465,7.52659868497780412e7,4.20679935535092081e5,2.37500720383782173e6,2.41197653936421126e6,11782,674
80466,3.96050536399513036e7,1.17335148385206485e5,1.65796639602298150e6,1.66211314518236462e6,10722,506
80467,8.17675120185453892e7,1.27937809616773552e6,2.83632807930682367e6,3.11152137810719758e6,10816,507
80468,4.78085814344929159e7,1.75731886784149217e5,1.94827363125228393e6,1.95618297668333608e6,11271,623
